"CASE","SERIAL","REF","QUESTNNR","MODE","LANGUAGE","STARTED","PA01","PA18","PA05_01","PA05_02","PA05_03","PA05_04","PA05_05","PA05_06","PA20_01","PA20_02","PA20_03","PA20_04","PA20_05","PA20_06","PA14","PA12","PA17","PA07_01","PA19_01","PA08_01","PA23_01","PA15","PA22","PA16","TR02_01","TR03","TR16","TR04_01","TR04_02","TR04_03","TR04_04","TR04_05","TR04_06","TR04_07","TR04_08","TR11_01","TR11_02","TR11_03","TR11_04","TR11_05","TR11_06","TR11_07","TR11_08","TR05_02","TR05_03","TR05_04","TR05_05","TR05_06","TR05_07","TR06","TR17","SD01","SD03_01","SD04","SD07","SD09","SD17","SD15","SD12","SD14","SD16","GT01","GT02","RG02_01","RG11_01","RG12_01","RG09","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
3554,,,"russia","interview","rus",2021-05-13 20:53:20,3,,1,2,4,5,5,5,,,,,,,4,,,-1,,10,,3,,1,"?????? ?????? ???????? ????? ? ?????????? ? ???? ???????  ????????? ??????????????? ????, ??????????? 19  ???????? 2021 ????. ? ??????????? ??????? ??????? ????? 110 ????????? ???????.",4,,3,1,2,1,1,1,1,2,,,,,,,,,1,1,2,1,2,1,1,,1,31,10,1,3,,1,1,,2,2,,"1",,,1,9,34,43,84,72,37,40,319,,2021-05-13 20:58:39,1,0,7,7,0,0,1.29,15
3555,,,"russia","interview","rus",2021-05-13 20:53:23,1,,1,5,2,5,3,2,,,,,,,3,,,1,,10,,3,,1,"????????? ??????",3,,1,1,3,2,3,2,2,2,,,,,,,,,2,1,3,3,2,3,3,,2,57,10,4,3,,5,1,,2,2,,"1",,,1,7,43,86,119,92,63,115,525,,2021-05-13 21:02:08,1,0,7,7,0,0,0.92,7
3556,,,"russia","interview","rus",2021-05-13 20:53:32,2,,1,1,1,5,5,5,,,,,,,16,,,2,,10,,4,,1,"????????????? ???????",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,1,2,3,2,3,1,,2,47,4,2,5,,1,1,,2,2,,"2",,,1,8,42,118,100,82,40,73,463,,2021-05-13 21:01:15,1,0,7,7,0,0,1,8
3558,,,"russia","interview","rus",2021-05-13 20:54:02,1,,2,2,1,5,5,4,,,,,,,1,,,4,,7,,3,,2,"? ??????????? ??????? ?????? ? ????. ????? 2000 ?????????? ?????? ??????? ? ???? ???????",1,,4,4,4,3,3,3,4,4,,,,,,,,,2,1,2,3,2,2,3,,2,43,10,1,1,,1,1,,2,1,,"1",,,1,8,38,121,197,90,44,39,537,,2021-05-13 21:02:59,1,0,7,7,0,0,0.99,8
3561,,,"russia","interview","rus",2021-05-13 20:56:12,4,,3,4,-9,3,-9,2,,,,,,,1,,,6,,8,,4,,-1,"? ???????????, 19 ???????? 2021 ????, ? ?????? ?????? ?????????? ?????? ????????? ??????????????? ????. ?????????, ??? ????? 2000 ?????????????????? ?????????? ?????? ??????? ? ?????? ?? 450 ???? ? ??????????. ?????????? ????? ??????? ?????? ????? 110 ????????? ???????. <br><br>",2,,3,3,2,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,2,,1,23,4,2,2,,1,1,,1,1,,"1",,,1,3,7,8,14,13,5,18,68,,2021-05-13 20:57:20,1,0,7,7,5,5,3,261
3563,,,"russia","interview","rus",2021-05-13 21:02:49,2,,2,5,2,5,4,3,,,,,,,1,,,5,,8,,3,,1,"???? ? ???, ??? ????? ???????? ???????? ???????? ???????? ?????? ? ???? ?? ??? ????????",3,,4,3,3,1,2,1,2,3,,,,,,,,,2,2,3,2,2,2,2,,2,27,8,3,4,,1,1,,2,2,,"4",,,1,14,21,44,85,57,38,46,305,,2021-05-13 21:07:54,1,0,7,7,0,0,1.3,16
3569,,,"russia","interview","rus",2021-05-14 13:56:12,4,,1,2,2,5,5,4,,,,,,,3,,,-1,,8,,-1,,-1,"19 ???????? 2021 ????????? ?????? ? ??? ????. ??????????, ??? ?????? ????????? ?? ??????, ?????????????, ??????, ??????. ???? ??????? ????????? ??????????????.",3,,3,2,2,2,2,2,2,2,,,,,,,,,2,2,3,2,2,2,2,,1,30,10,3,1,,3,1,,3,2,,"4",,,1,11,29,65,147,57,42,86,437,,2021-05-14 14:03:29,1,0,7,7,0,0,1.02,4
3570,,,"russia","interview","rus",2021-05-14 13:56:13,4,,1,2,2,5,5,4,,,,,,,16,,,-1,,8,,4,,1,"??????????? ??????. ???????? ?????????. ???????? ????????.",4,,2,3,1,2,1,2,3,3,,,,,,,,,2,2,1,2,2,2,3,,2,31,10,2,1,,1,1,,2,2,,"4",,,1,9,26,46,54,62,34,38,269,,2021-05-14 14:00:43,1,0,7,7,0,0,1.5,25
3572,,,"russia","interview","rus",2021-05-14 13:56:15,3,,2,4,-9,5,1,5,,,,,,,1,,,3,,8,,3,,2,"?? ????? ??????? ????????? ? ??????????????? ???? 19 ???????? 2021 ???? ?? ????????????? ???????? ???? ???????? ???????? ?????????. ????? ????????????? ???????? ?????????? ? ????????? ???????????????.",4,,3,2,1,2,3,3,2,3,,,,,,,,,2,3,1,2,3,2,1,,1,38,7,2,4,,3,1,,2,2,,"4",,,1,37,66,72,250,105,51,80,661,,2021-05-14 14:07:17,1,0,7,7,3,2,0.64,0
3573,,,"russia","interview","rus",2021-05-14 13:56:15,1,,1,1,1,5,5,2,,,,,,,16,,,2,,8,,4,,1,"????? ??????? ? ??????????????? ???? ????? ????????, ??? ??? ?????? ? ???????????. ?????? ????? ????????????? ???????? ??????? ?????????.",4,,1,1,1,1,2,3,3,1,,,,,,,,,2,2,3,3,2,2,3,,1,26,8,2,3,,5,1,,2,2,,"4",,,1,23,75,63,170,1108,179,96,680,,2021-05-14 14:24:49,1,0,7,7,0,0,0.52,0
3575,,,"russia","interview","rus",2021-05-14 13:56:18,3,,1,2,1,3,5,3,,,,,,,16,,,-1,,7,,3,,-1,"?????? ??????, ????? ????? ? ????????????? ???????????. ????????????? ???????? ????????? ? ????????? ? ????????? ??????????????? ",4,,2,2,1,1,1,2,1,1,,,,,,,,,2,2,2,2,2,2,2,,1,19,3,2,3,,4,1,,-1,2,,"4",,,1,10,28,68,142,46,48,48,390,,2021-05-14 14:02:48,1,0,7,7,0,0,1.14,9
3577,,,"russia","interview","rus",2021-05-14 13:56:19,2,,4,5,5,5,5,5,,,,,,,16,,,6,,7,,3,,1,"?????? ?????????????? ????????? ??????????? ?? ??????? ?????? ????????????? ????????, ?????????? ? ????????? ??????????????? ?? ????????? ?????????????? ????????????????. ",2,,3,2,2,3,2,2,3,1,,,,,,,,,3,2,2,4,3,3,2,,2,38,10,1,5,,1,1,,2,1,,"4",,,1,12,31,27,103,48,20,39,280,,2021-05-14 14:01:00,1,0,7,7,0,0,1.55,28
3578,,,"russia","interview","rus",2021-05-14 13:56:21,2,,2,3,2,3,3,3,,,,,,,1,,,7,,8,,3,,1,"?????????? ??????? ????????? ??????????????? ????.????? ???????? ?????????? ? ??????????????? ?? ????????? ?????????????? ????????????????. ",2,,3,3,4,2,3,3,3,3,,,,,,,,,3,3,3,3,3,2,3,,1,36,10,3,2,,1,1,,1,1,,"4",,,1,4,13,25,101,30,21,29,223,,2021-05-14 14:00:04,1,0,7,7,0,0,2.24,64
3580,,,"russia","interview","rus",2021-05-14 13:56:22,2,,-9,-9,-9,5,5,-9,,,,,,,16,,,5,,10,,3,,1,"19 ???????? ??????? ?????? ????????? ???????.????? ??????? ???????? ?????? ???????? ? ????????????? ???????????.?????????? ???????????,??? ?????? ????????????? ???????? ????????? ? ????????? ???????????????.",1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,3,1,1,2,,2,48,10,2,3,,1,1,,2,2,,"4",,,1,7,26,32,154,38,31,34,322,,2021-05-14 14:01:44,1,0,7,7,10,10,1.56,29
3581,,,"russia","interview","rus",2021-05-14 13:56:22,3,,1,4,1,5,-1,-1,,,,,,,16,,,-1,,7,,3,,-1,"????????? ?????? ???? ????????? ?? ?????????, ? ????????? ??????????? ???? ??????????.",4,,3,3,1,2,2,2,3,3,,,,,,,,,2,1,2,1,1,2,2,,1,33,10,2,2,,5,1,,1,2,,"4",,,1,22,38,87,203,88,71,100,609,,2021-05-14 14:06:31,1,0,7,7,0,0,0.69,0
3583,,,"russia","interview","rus",2021-05-14 13:56:22,1,,4,5,2,5,5,3,,,,,,,2,,,3,,6,,3,,2,"? ???????? 2021 ???? ????????? ?????? ? ??????????????? ????. ??? ???????????? ???????????, ??? ?????????? ? ?????? ??????????? ? ??????????? ? ??????????????? ?????? ????????????? ????????, ????????? ?? ??????????.",2,,4,3,3,3,2,3,3,3,,,,,,,,,2,2,3,3,2,2,3,,2,39,10,1,4,,1,1,,2,1,,"4",,,1,13,18,49,86,44,23,60,293,,2021-05-14 14:01:15,1,0,7,7,0,0,1.44,22
3584,,,"russia","interview","rus",2021-05-14 13:56:23,2,,1,4,1,5,5,4,,,,,,,16,,,6,,8,,4,,2,"? ?????? ???????? ???????? ????????? ???????? ????????? ??? ???????? ??????? ?? ??????????? ??????????? ? ???????? 2021 ????. ? ?????? ????????? ??? ????? ????????????? ???????? ????????? ?? ?????????? ???????? ????????? ???????????????.",4,,2,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,2,,2,33,10,1,1,,1,1,,2,2,,"4",,,1,23,29,62,206,56,42,57,475,,2021-05-14 14:04:18,1,0,7,7,0,0,0.95,3
3585,,,"russia","interview","rus",2021-05-14 13:56:23,1,,-9,-9,-9,5,-9,-9,,,,,,,4,,,1,,8,,3,,1,"? ?????????? ??? ???? ????????? ? ???? ????????????? ????????. ? ????????????? ??????????? ???????? ??????? ????????? ???????????????.",3,,4,1,2,4,1,1,1,4,,,,,,,,,1,1,1,1,1,1,2,,2,44,10,2,1,,1,1,,1,2,,"4",,,1,10,49,60,108,171,63,61,522,,2021-05-14 14:05:05,1,0,7,7,13,12,0.9,4
3586,,,"russia","interview","rus",2021-05-14 13:56:24,2,,2,4,3,5,3,4,,,,,,,2,,,6,,10,,3,,2,"??????????????????? ??????. ??????? ????? ????????.",3,,2,1,2,1,3,3,2,1,,,,,,,,,3,2,3,3,3,2,2,,2,42,4,4,3,,5,1,,2,2,,"4",,,1,19,54,115,123,159,76,85,631,,2021-05-14 14:06:56,1,0,7,7,0,0,0.66,1
3587,,,"russia","interview","rus",2021-05-14 13:56:27,2,,1,4,5,5,5,4,,,,,,,2,,,5,,10,,3,,1,"19.09.2021 ?????? ?????????, ????????? 2000 ?????????, ?? ????? 450 ????.<br>4 ?????? ???????? ?????, ?? ?????? ???? ????????????????, ? ?????????? ???? ?????????? ????????? ????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,2,4,4,3,4,2,,1,23,8,1,1,,1,1,,2,2,,"4",,,1,23,22,47,176,92,25,41,426,,2021-05-14 14:03:33,1,0,7,7,0,0,1.14,13
3588,,,"russia","interview","rus",2021-05-14 13:56:28,2,,1,1,1,5,5,4,,,,,,,16,,,-1,,10,,3,,1,"19 ???????? 2021 ???? ? ?????? ?????????? ?????? ????????? ??????????????? ????. ????? ???????? ? ???????? ?????????? ?????? ????????????? ???????? ?? ?????? ???????? ??: ????????????? ??????????? ???????? ?????, ?????? ?????????? ? ?.?. ????? ????????????? ????????, ????????? ? ??????????, ???? ????????? ?? ???????? ????????????? ????????? ?????????? ? ????????? ???????????????.",2,,2,2,2,2,1,2,3,2,,,,,,,,,2,2,3,4,3,3,2,,1,25,7,4,1,,1,1,,2,2,,"4",,,1,3,32,68,257,105,55,54,574,,2021-05-14 14:06:02,1,0,7,7,0,0,1.14,25
3590,,,"russia","interview","rus",2021-05-14 13:56:37,3,,1,2,1,4,1,2,,,,,,,2,,,-1,,10,,-1,,1,"?????? ??????, ????? ????????, ??? ??? ???? ??????????, ????????? ""????????"".",4,,1,1,2,1,1,1,1,1,,,,,,,,,2,3,3,4,3,3,1,,2,27,8,2,3,,1,1,,3,2,,"4",,,1,22,53,60,153,53,54,59,454,,2021-05-14 14:04:11,1,0,7,7,0,0,0.9,3
3591,,,"russia","interview","rus",2021-05-14 13:56:40,1,,2,2,1,5,5,5,,,,,,,16,,,4,,-1,,-1,,1,"? ?????? ???????????? ???????????, ??? ?????? ? ??????? ??? ??????, ??? ??? ?????????????? ????????? ??????????? ? ??????????????, ??? ??????? ? ?????? ???????? ??????. ??????, ?????? ????????????? ???????? ??????? ? ?????????? ? ????????? ? ????????? ??????????????? ?? ???.",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,4,4,4,3,4,2,,1,45,10,1,1,,1,1,,2,2,,"4",,,1,56,25,79,302,142,44,36,684,,2021-05-14 14:08:04,1,0,7,7,0,0,0.84,6
3595,,,"russia","interview","rus",2021-05-14 13:56:57,3,,-9,4,4,3,3,3,,,,,,,3,,,5,,6,,4,,1,"????? ????????????? ???????? ???????? ? ???????? ?????, ????????? ????????????? ??????????? ???????? ",3,,3,3,2,2,4,2,3,3,,,,,,,,,2,3,3,2,4,2,2,,1,56,5,2,4,,3,1,,2,2,,"4",,,1,30,25,32,228,127,18,79,539,,2021-05-14 14:05:56,1,0,7,7,3,2,1.13,18
3596,,,"russia","interview","rus",2021-05-14 13:57:08,3,,1,5,1,5,4,1,,,,,,,2,,,3,,10,,2,,1,"????? ?????????? ?????? ??????? ? ???????, ????? ????????, ??? ????? ????? ???????? ????????????? ? ?????? ???????? ??????. ? ?????????? ???????? ????????????? ???? ???? ????????? ?? ????????????? ????????.",3,,2,2,2,2,1,1,2,2,,,,,,,,,2,2,3,3,2,2,2,,2,51,10,3,1,,5,1,,1,2,,"3",,,1,11,193,123,307,215,87,76,850,,2021-05-14 14:14:00,1,0,7,7,0,0,0.56,1
3597,,,"russia","interview","rus",2021-05-14 13:57:11,4,,1,2,1,1,-1,5,,,,,,,1,,,-1,,6,,,,,"?????? ?????????????? ????????? ??????????? ?? ??????? ?????? ????????????? ????????. ?????, ??? ???? ?????????? ? ????????? ??????????????? ?? ????????? ?????????????? ????????????????. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"4",,,1,52,78,191,283,,,,604,,2021-05-14 14:07:15,0,0,4,4,0,0,0.36,0
3598,,,"russia","interview","rus",2021-05-14 13:58:20,2,,1,5,4,5,3,2,,,,,,,2,,,-1,,8,,4,,1,"????? ??????? ??? ??????????? ??????????, ??? ????? ????????????? ???????? ??????????? ? ??????????. ????????? ????? ???????? ???? ?????????? ? ????????? ???????????????.",3,,2,2,1,3,2,2,3,3,,,,,,,,,3,2,3,3,2,3,2,,2,35,10,2,2,,1,1,,1,1,,"4",,,1,5,42,72,156,75,47,57,454,,2021-05-14 14:05:54,1,0,7,7,0,0,1.14,12
3600,,,"russia","interview","rus",2021-05-14 14:03:02,2,,2,2,2,5,4,4,,,,,,,2,,,5,,8,,3,,2,"? ?????? ?????? ????????? ? ??????????? ??????? ? ??????????????? ????. ??? ?? ?????????? ??? ?? ?? ??????????? ??? ??? ????? ?? ?????? ?????? ? ?????????????? ??????????? ? ??? ?? ????? ??????????? ???????????.",3,,3,2,1,1,1,2,3,2,,,,,,,,,2,1,1,2,1,2,2,,2,34,7,2,4,,1,1,,2,2,,"3",,,1,45,80,60,300,58,42,181,766,,2021-05-14 14:15:48,1,0,7,7,0,0,0.68,2
3602,,,"russia","interview","rus",2021-05-14 14:03:04,1,,5,-9,2,5,5,5,,,,,,,15,,,5,,10,,3,,1,"? ?????? ?????????? ???????????, ??? ????? ????????? ??????? ??????? ??????? ?? ?? ??????, ??? ? ?????? ????????? ? ??????, ? ??? ??? ??????? ??? ?????? ????????? ??????? ? ????????. ? ??? ?????????? ? ???? ?????????? ?????????? ????????????? ???????? ???? ????????? ?? ???????. ",4,,3,2,1,2,1,1,1,1,,,,,,,,,1,2,2,3,2,2,2,,2,35,10,2,3,,1,1,,1,2,,"3",,,1,9,24,52,241,76,37,43,482,,2021-05-14 14:11:07,1,0,7,7,3,2,1.14,10
3603,,,"russia","interview","rus",2021-05-14 14:03:05,1,,2,4,1,5,3,4,,,,,,,1,,,10,,7,,3,,2,"19 ???????? 2021 ????, ? ?????? ?????? ?????????? ?????? ?????????",2,,4,4,2,3,2,3,3,2,,,,,,,,,3,2,4,4,3,3,3,,1,27,10,2,1,,1,1,,3,2,,"4",,,1,17,22,40,45,53,24,51,252,,2021-05-14 14:07:17,1,0,7,7,0,0,1.58,31
3604,,,"russia","interview","rus",2021-05-14 14:03:06,1,,-9,5,-9,5,4,5,,,,,,,2,,,1,,10,,3,,2,"?????? ?????????????? ????????? ??????????? ??????? ?????????? ? ?????? ???????? ??????. ????? ????? ???? ????????? ?? ??????? ????????.",4,,3,2,1,1,2,1,2,1,,,,,,,,,1,1,2,2,1,1,2,,2,56,10,2,4,,1,1,,2,1,,"3",,,1,81,24,46,204,66,43,52,516,,2021-05-14 14:11:42,1,0,7,7,5,5,0.96,6
3610,,,"russia","interview","rus",2021-05-14 14:03:09,3,,1,1,1,4,2,4,,,,,,,16,,,-1,,9,,4,,1,"???????? ?????? ? ??? ? ??????. ???????? ???????? ??????, ? ???????? ??? ??? ????????????????? ",4,,1,1,1,1,2,1,2,1,,,,,,,,,3,2,2,4,2,3,2,,2,23,7,2,1,,1,1,,2,2,,"3",,,1,31,70,61,160,66,39,48,475,,2021-05-14 14:11:04,1,0,7,7,0,0,0.88,3
3611,,,"russia","interview","rus",2021-05-14 14:03:09,1,,1,4,5,5,1,4,,,,,,,15,,,1,,8,,3,,1,"?????? ? ???????????????? ???? ? ???????? 2021?. ?????????????? ??????????????? ??????????? ??????? ????????????? ????????, ? ?.?. ???????? ?????? ?????????? ? ???????????? ??????? ??????? ? ?????? ???????? ??????. ?????????? ????????????? ???????? ????????? ? ?????? ????????? ???? ????????? ?? ??????? ????????????? ????????",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,2,30,10,2,1,,6,1,,2,2,,"3",,,1,29,53,115,839,54,82,108,577,,2021-05-14 14:24:29,1,0,7,7,0,0,0.6,3
3612,,,"russia","interview","rus",2021-05-14 14:03:10,-1,,-9,-9,-9,-9,-9,-9,,,,,,,16,,,-1,,-1,,-1,,-1,"?????? ????????? 19 ???????? 2021 ????.????????? ???????????. ",-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,1,21,-1,2,1,,6,1,,-1,-1,,"3",,,1,11,23,20,113,34,16,58,275,,2021-05-14 14:07:45,1,0,7,7,15,15,1.8,40
3613,,,"russia","interview","rus",2021-05-14 14:03:10,2,,1,2,2,4,3,3,,,,,,,16,,,-1,,10,,3,,-1,"?????? ? ?????? ????? ????????????? ??????????????? ???????????.",4,,1,3,2,1,2,1,1,1,,,,,,,,,2,2,3,3,2,2,2,,2,19,7,2,3,,4,1,,-1,2,,"3",,,1,4,29,41,127,42,32,56,331,,2021-05-14 14:08:41,1,0,7,7,0,0,1.54,29
3614,,,"russia","interview","rus",2021-05-14 14:03:11,3,,3,3,3,4,1,4,,,,,,,4,,,3,,10,,4,,2,"??????. ??? ?????? ? ???????????",2,,4,2,3,3,3,3,2,3,,,,,,,,,3,2,1,-1,-1,-1,2,,2,37,10,2,2,,1,1,,2,2,,"4",,,1,20,93,105,128,62,49,136,593,,2021-05-14 14:13:04,1,0,7,7,0,0,0.73,2
3615,,,"russia","interview","rus",2021-05-14 14:03:11,2,,1,5,1,5,4,4,,,,,,,1,,,-1,,-1,,3,,2,"???? ?????? . ????????? ????????? ???????? ???????? ??????? ?????????? . ? ?????????? ??? ?????????? ? ??????????????? ",2,,4,3,3,3,3,3,3,3,,,,,,,,,3,2,3,1,2,2,3,,1,30,8,2,1,,1,1,,2,2,,"4",,,1,6,17,28,180,44,30,38,343,,2021-05-14 14:08:54,1,0,7,7,0,0,1.65,34
3617,,,"russia","interview","rus",2021-05-14 14:03:13,3,,-9,-9,-9,5,-9,-9,,,,,,,1,,,5,,7,,3,,1,"???? ???? ? ????????????? ???????? ??????? ?? ??????????? ? ?????? ???????? ??????.",2,,4,1,3,2,2,3,3,3,,,,,,,,,2,3,3,2,3,3,2,,2,43,7,2,4,,1,1,,1,2,,"4",,,1,39,46,72,112,139,54,69,531,,2021-05-14 14:12:04,1,0,7,7,13,12,0.75,2
3618,,,"russia","interview","rus",2021-05-14 14:03:13,2,,1,4,1,5,5,3,,,,,,,16,,,-1,,10,,4,,1,"? ?????? ????????? ?????? ? ??????????????? ????, ???? ????????? ?? ?????????? ? ? ??????????, ????????? ? ??????????, ???? ?????????.",4,,1,1,1,1,1,1,1,1,,,,,,,,,3,2,3,3,2,3,2,,2,18,5,2,4,,4,1,,-1,2,,"3",,,1,3,50,36,136,60,31,58,374,,2021-05-14 14:09:27,1,0,7,7,0,0,1.42,33
3619,,,"russia","interview","rus",2021-05-14 14:03:13,1,,1,1,2,5,4,3,,,,,,,15,,,3,,10,,2,,1,"????? ??????? ??? ?????? ???? ???????? ?????? ??????? ?????????? ? ????????????? ? ?????? ??. ?? ????????? ?? ????? ????????????? ????? ????????????? ???????? ??????? ????????? ? ???? ?????????? ?? ??????? ??.",3,,1,1,2,1,2,1,1,1,,,,,,,,,3,3,3,3,3,3,1,,1,25,8,2,4,,5,1,,2,2,,"3",,,1,11,25,35,211,106,55,45,488,,2021-05-14 14:11:21,1,0,7,7,0,0,1.08,10
3620,,,"russia","interview","rus",2021-05-14 14:03:17,2,,4,5,4,5,5,5,,,,,,,16,,,4,,7,,3,,1," ? ?????? ?????????? ? ?????????? ? ???? ???????",3,,3,2,2,2,2,2,3,2,,,,,,,,,3,3,3,2,2,2,3,,1,37,10,2,3,,1,1,,2,1,,"3",,,1,23,22,55,69,77,29,40,315,,2021-05-14 14:08:32,1,0,7,7,0,0,1.28,18
3621,,,"russia","interview","rus",2021-05-14 14:03:21,2,,1,3,3,4,5,3,,,,,,,1,,,8,,8,,3,,2,"???? ?????? ??????? ?????? ? ???????. ???????????, ??? ?????? ????????? ? ??????????? ? ?????? ???????? ?????? ? ????? ????????????? ???????? ???? ????????? ?? ???????? ? ?????????? ? ????????? ???????????????.<br>",2,,3,3,2,2,2,2,3,3,,,,,,,,,1,3,2,1,1,1,2,,1,23,8,1,2,,1,1,,2,2,,"4",,,1,20,15,85,218,78,37,52,505,,2021-05-14 14:11:46,1,0,7,7,0,0,1.04,10
3622,,,"russia","interview","rus",2021-05-14 14:03:25,3,,1,4,3,4,4,2,,,,,,,16,,,6,,9,,3,,1,"????? ? ???, ??? ????? ?????? ? ????? ???????????, ??? ??? ?????? ???????? ? ????? ???????? ???? ?????????.",1,,2,3,3,3,3,3,4,2,,,,,,,,,3,3,3,3,3,2,1,,1,33,10,2,3,,5,1,,-1,2,,"3",,,1,8,34,44,87,53,29,43,298,,2021-05-14 14:08:23,1,0,7,7,0,0,1.39,20
3623,,,"russia","interview","rus",2021-05-14 14:03:30,2,,2,5,4,5,5,5,,,,,,,16,,,5,,10,,3,,1,"??? ?????? ?????? ???? ???????? ???? ???????? ?????????.",3,,2,2,2,1,3,2,3,1,,,,,,,,,3,2,3,3,3,3,2,,1,53,10,2,1,,1,1,,2,2,,"3",,,1,9,26,53,129,66,41,55,379,,2021-05-14 14:09:49,1,0,7,7,0,0,1.15,8
3624,,,"russia","interview","rus",2021-05-14 14:03:30,2,,1,5,4,5,5,4,,,,,,,16,,,6,,5,,3,,2,"?????? ?????? ? ??????????????? ",2,,3,2,3,3,3,3,2,3,,,,,,,,,3,3,3,3,3,3,3,,1,38,10,1,3,,3,1,,2,2,,"3",,,1,5,33,78,59,62,50,71,358,,2021-05-14 14:09:29,1,0,7,7,0,0,1.36,22
3625,,,"russia","interview","rus",2021-05-14 14:03:49,2,,1,1,4,5,4,5,,,,,,,16,,,5,,7,,3,,1,"????????, ?????? ? ???? ??????. ????????, ???? ????????? ? ???????? ???? ????????? ?? ????????.",2,,3,2,2,3,2,2,2,3,,,,,,,,,3,3,3,3,3,3,3,,1,49,10,3,1,,6,1,,2,1,,"3",,,1,5,33,67,249,93,45,90,582,,2021-05-14 14:13:31,1,0,7,7,0,0,1.06,11
3626,,,"russia","interview","rus",2021-05-14 14:04:39,3,,1,2,2,3,1,3,,,,,,,1,,,-1,,5,,-1,,-1,"? ???????? 2021 ????, ? ??????, ????????? ?????? ????????? ??? ???? ? ?????????. ?????????????????? ????? 2000 ?????????? ?? 400 ? ???-?? ???? . ??????????, ??? ??????????? ??? ?????? ?, ??? ? ??????, 4 ?????? ???????? ????? ? ??????????",2,,4,3,3,4,3,-1,4,4,,,,,,,,,3,4,-1,2,-1,3,4,,1,38,10,1,2,,6,1,,2,1,,"1",,,1,49,45,112,409,324,109,461,1108,,2021-05-14 14:29:48,1,0,7,7,0,0,0.37,0
3627,,,"russia","interview","rus",2021-05-14 14:05:53,1,,1,5,1,5,5,5,,,,,,,2,,,5,,10,,3,,1,"???? ??? ??????????? ????? ???????? ????? ?? ?????????,?? ?????? ?????? ??? ?????? ????? ??????",4,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,3,,1,56,7,2,5,,1,1,,1,2,,"3",,,1,5,27,63,85,76,43,53,352,,2021-05-14 14:11:45,1,0,7,7,0,0,1.34,18
3630,,,"russia","interview","rus",2021-05-14 14:08:36,-1,,-1,-1,-1,-1,-1,-1,,,,,,,16,,,-1,,10,,-9,,-1,"?????? ????????? 19 ???????? 2021?.????????? ?????????. ",-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,1,21,-1,2,1,,6,1,,-1,-1,,"1",,,1,3,20,25,34,16,7,26,131,,2021-05-14 14:10:47,1,0,7,7,3,3,2.61,131
3632,,,"russia","interview","rus",2021-05-14 14:09:47,1,,-9,5,4,5,5,4,,,,,,,3,,,5,,8,,3,,1,"?????? ?????? ? ??????????????? ????, ??????? ???????? ??? ?? ???????????? ???????.",2,,4,2,3,3,2,3,3,4,,,,,,,,,3,2,4,4,3,3,3,,2,41,10,3,2,,1,1,,2,1,,"1",,,1,46,190,67,87,121,55,77,484,,2021-05-14 14:20:30,1,0,7,7,3,2,0.73,4
3635,,,"russia","interview","rus",2021-05-14 14:13:33,-1,,-1,-1,-1,-1,-1,-1,,,,,,,16,,,-1,,-1,,-1,,-1,"?????? ?????????. ????????? ???????. ",-1,,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,,1,21,-1,2,1,,6,1,,-1,-1,,"1",,,1,9,8,40,22,17,7,23,126,,2021-05-14 14:15:39,1,0,7,7,0,0,2.51,136
3638,,,"russia","interview","rus",2021-05-14 14:15:15,3,,1,4,2,5,-9,-9,,,,,,,1,,,5,,10,,4,,1,"????????? ??????????????? ? ??????? ????? ??????? ????????? ????????",2,,3,1,3,3,3,3,1,4,,,,,,,,,2,2,1,1,3,3,2,,2,60,4,2,3,,2,1,,1,2,,"1",,,1,38,33,63,117,104,55,60,470,,2021-05-14 14:23:05,1,0,7,7,5,5,0.84,1
3639,,,"russia","interview","rus",2021-05-14 14:15:16,3,,1,2,2,2,1,2,,,,,,,1,,,9,,-1,,3,,2,"???? ??????????? ??????? ? ????????. ?? ?????? 4 ?????? ???????? ????? ? ??????????. ",4,,2,2,1,2,1,1,1,2,,,,,,,,,2,2,2,1,2,2,3,,1,25,8,2,4,,3,1,,3,2,,"1",,,1,12,29,54,125,75,45,84,424,,2021-05-14 14:22:20,1,0,7,7,0,0,1,3
