CASE,QUESTNNR,RG02_01,TR02_01,response
3884,colombia,4,Elecciones del 13 de marzo del 2022 fraudulentas y denuncias por malos manejos manipulación empleados de la registraduría nacional y del consejo nacional electoral investigados,4
3885,colombia,4,No lo se,3
3898,colombia,4,Hubo fraude electoral por parte de candidatos y los trabajadores de las comisiones electorales,4
3913,colombia,4,Política colombiano,4
3925,colombia,4,Se cometió un fraude electoral para obtener la mayoría del congreso a favor de determinado partido político.,4
3944,colombia,4,Elecciones se realizarán nuevamente por fraude,4
3950,colombia,4,"se realizan elecciones al congreso y se descubre fraude electoral, lo que lleva a consecuencias legales contra todo participante de ella.",0
3957,colombia,4,en las elecciones de congreso se evidencia fraude electoral y se ejecutan acciones legales.,0
3962,colombia,4,"Corrupción electoral, bastante común en Colombia y probablemente lo que va a suceder.",1
3965,colombia,4,"son demasiados puestos para el congreso de colombia.<br>se presentan demasidos fraudes electorales, demasiados votos manipulados y que deberian ser castigados , pero no es asi.",1
3988,colombia,4,"Siempre se presenta, pero hay q creer",1
3993,colombia,4,"Segun el articulo anterior se evidencia un caso claro de corrupción, el cual no esta muy alejado de la realida. Esto debido a son casos muy comunes en latino america,",1
3994,colombia,4,"En las elecciones para el Congreso de la República, veinte partidos han manipulado las urnas de votación poniendo como favorito a su representante; ante esta situación se deberá presentar cargos por delitos electorales a las personas que trabajan en las comisiones electorales culpables del fraude y a su representante electoral, además de la su renuncia inmediata.",0
4006,colombia,4,el fraude electoral siempre va existir si no reforman todo en este pais la corrupción es como la paga se acaba desde la raiz desde lo nacido,1
4017,colombia,4,"En Colombia siempre han habido alteraciones en los votos, debido que el indice de corrupcion que se vive en el Pais es totalmente grande y por lo cual, es muy normal ver sobornos o compras de votos",1
4030,colombia,4,"En este escenario hipotetico, se presenta un fraude y una destitucion de las personas responsables, todo esta basado en el ambito politico",4
4035,colombia,4,...,3
4072,colombia,4,"Falta de valores, vendidos en pocas monedas",1
4075,colombia,4,Estas personas señaladas por fraude tendrían sus respectivas sanciones el político asociado perdería la curul en caso de ganarla,0
4083,colombia,4,Corrupción politica,4
4105,colombia,4,"En las elecciones llevadas a cabo el 13 de marzo de 2022 en Colombia se descubre fraude electoral, quienes llegaron al poder gracias a la corrupcion son condenados por sus delitos y despojados de sus puestos.",0
4109,colombia,4,"TRABAJADORES DE LAS COMISIONES ELECTORALES SON PROTAGONISTAS DE UN PRESUNTO FRAUDE ELECTORAL, A FAVOR DE EL PARTIDO POLITICO EN PODER",4
4136,colombia,4,"Se realizan las elecciones en Colombia y un partido politico decide comprar votos, para de esta manera asegurar su triunfo.<br>Debido a la manipulación de votos, se procede de forma correcta, a penalizar a los responsables.",0
4137,colombia,4,"La situación es compleja ya que últimamente en las elecciones se revisa el conteo de los votos de los candidatos y se hace un reconteo para confirmar los representantes del congreso. La mayor parte son votos reales y los votos extras pueden ser fraude o reales. <br>En conclusión las personas que cometen ese fraude de votos para que ganen las personas que pagan por ese delito deben ser condenadas para que aprendan la lección y por último se tiene que volver a hacer la votación para elegir a los representantes, sin trampas ni sobornos.",1
4143,colombia,4,"Las elecciones en colombia que estan programadas para el domingo 13 de marzo de 2022, mas de 1000 candidatos se registraron para concursar por 280 puestos en el congreso. Pero el dia despues de las elecciones, se supo sobre un fraude electoral. Es decir, llenado de las urnas con votos extras y las alteraciones de conteo de votos a favor del partido en el poder. Esta situacion tuvo lugar en varias partes del pais. <br><br>En consecuencia los involucrados perderian su puesto en las comisiones electorales en las que se desempeñaban. Ademas, se iniciaran acciones legales contra estas personas y serian condenadas por delitos electorales por los tribunales competentes.",0
4145,colombia,4,Ojala pasará eso en colombia no lo primero sino lo segundo puesto que aqui muchas veces hacen fraude electoral.,1
4159,colombia,4,"Al dia siguiente de las elecciones se evidencia fraude electora, por ende las personas encargadas son las responsables de este acontecimiento y deberan afrontar las consecuencias de sus actos, perdiendo sus puestos y siendo sometidos a investigaciones y hasta condenas por los delitos cometidos",0
4169,colombia,4,- La corrupción siendo normalizada en Colombia<br>- El fraude en votaciones es una cadena sin fin,1
4172,colombia,4,"bajo este escenario, tendran de ser juzgados para dar claridad y veracidad en nuestro sistema electoral<br>la mayoria de los partidos politicos han veinido manchando la transparencia del sistema de eleccion, se debe tener mas entes de control que lleven a ser elecciones mas veraces.<br>",1
4181,colombia,4,"Consecuencia justa, debido a los actos presentados por corrupción.",1
4186,colombia,4,Candidatos del partido político en el poder se robaron los votos para ser elegidos.,4
1883,mexico,4,Las elecciones federales en México se espera que haya un fraude electoral con urnas con votos extra y alteraciones en el conteo de votos.,4
1885,mexico,4,Se empezaria acabar corrupcion para ver mas aya de un gobierno,1
1886,mexico,4,Que las personas que cometieron el presunto fraude perderían su puesto electoral que desempeñan y tendrán acciones legales  por los delitos electorales.,0
1887,mexico,4,"Se removio del cargo a las personas que trabajan para las comisiones, por fraude electoral",0
1888,mexico,4,"Se sospecha que hubo un fraude electoral a nivel nacional por parte del partido en el poder. Afortunamente, se están tomando cartas en el asunto y se está procesando a los culpables con castigos justos.",0
1893,mexico,4,Se descubrió un gran fraude en las elecciones de Junio del 2021. <br><br>Las personas involucradas fueron detenidas y castigadas por sus delitos.,0
1899,mexico,4,El 6 de junio se llevará a cabo las votaciones en México y el día de las elecciones hubo fraude a favor del partido en el poder. Los responsables fueron sustituidos y llevados a la corte para ser condenados por delitos electorales.,0
1900,mexico,4,Se removio del cargo a los trabajadores de la comisión electoral por el fraude.,0
1911,mexico,4,Las elecciones serán pronto y aquella persona relacionada con el partido político que cometa soborno se le aplicarán acciones legales estrictamente,0
1912,mexico,4,Ética,1
1913,mexico,4,"Las personas que cometieran fraude en el llenado de las urnas son sancionadas e investigadas, además se realizarian acciones legales.",0
2063,mexico,4,Que a los que cometan fraude electoral les tendrían que ser relegados de su cargo y además ir presos,1
2071,mexico,4,"Se llevaron las elecciones federales el 6 de junio de 2021, donde hubo alteraciones en los votos en diversas partes del pais. Las personas responsables del fraude pueden sufrir consecuencias graves que pueden terminar en acciones legales en su contra.",0
2076,mexico,4,Se realizó fraude en las elecciones para senadores y diputados,4
2149,mexico,4,"El partido que se encuentra en el poder en la actualidad hace alteraciones en las elecciones para continuar en el mandato. Con esto, los involucrados tendrán que renunciar a sus cargos en el papel que desempeñaban en las elecciones y se tomarían medidas legales",0
2155,mexico,4,Se tendrán que investigar a las personas que realizan alteraciones en las elecciones,1
2196,mexico,4,La corrupción que ocurre en cada elección sea de cualquier partido,1
2265,mexico,4,"""candidatos ganadores son """"elegidos"""" con """"votos fantasma"""" colocados en las urnas por los mismos trabajadores de la institución electoral""",4
2293,mexico,4,"Personal del INE tiene personal corrupto que puede ser comprado por líderes regionales de partido políticos como el PRI ,PRD y morena",1
2304,mexico,4,castigo para los responsables del fraude,0
2317,mexico,4,se descubre un fraude electoral poco despues de las elecciones,4
2331,mexico,4,"Hipotéticamente, cierta gente de la cámara de diputados podrían estar sobornando a gente dentro de las comisiones electorales para manipular el voto, y esto a pesar de costarles sus lugares en la política, pero mucho de estos no podrian ser descubiertos por hacer estas practicas en muchos lugares del país.",1
2338,mexico,4,Llenando de urnas con votos extras,4
2355,mexico,4,La mafia de poder saldrá ganadora porque siempre anda pagando a las personas. <br>,1
2397,mexico,4,Necesitarían quitar al INE para que pudiera pasar algo positivo,1
2419,mexico,4,En fin siempre hay fraude electoral aunque no lo quieran,1
2420,mexico,4,"Las elecciones federales de México son el 6 de junio de 2021 .En un escenario hipotético, supongamos que, después del día de las elecciones, se sabe sobre el llenado de las urnas con votos extra y las alteraciones del conteo de votos a favor del partido en el poder. En este escenario hipotético, se sabe que el fraude fue realizado por personas que trabajan para las comisiones electorales. Supongamos que estas malas conductas electorals y prácticas de manipulación tuvieron lugar en varias regiones del país. <br>",2
2425,mexico,4,La comisión electoral cometió fraude electroral al alterar los votos y el conteo en favor del partido en el poder. Se llevaron acabo las acciones legales en contra de los responsables y fueron condenados por los tribunales competentes.,0
2426,mexico,4,Fraude,4
2450,mexico,4,"Las elecciones federales en México están programadas para el domingo 6 de junio de 2021.Se espera que más de 2,000 candidatos registrados van a concursar por los quinientos puestos de la Cámara de Diputados, Imagínese que las elecciones ya pasaron y suponga que, como en la actual convocatoria, ocho partidos retuvieron escaños en la Asamblea.  se iniciarían acciones legales contra estas personas y fueron condenadas por delitos electorales por los tribunales competentes.<br><br>E",2
2453,mexico,4,Que se estar haciendo lo correcto al detener a los involucrados,1
2465,mexico,4,Están en las elecciones del 2021 y gente que está en el gobierno alteró urnas de los votos a favor se su candidato y se supo la verdad y como consecuencia tendrán acciones legales en su contra,0
2467,mexico,4,El fraude electoral siempre ha sido motivo el cual la gente no sale a votar.,1
2475,mexico,4,Supongamos que personas que trabajan en las comisiones electorales hicieron fraude y supongamos serán condenadas.,0
2487,mexico,4,México corrupto,1
2496,mexico,4,"Se encontró fraude electoral, se investigó y se detiene a los culpables.",0
2505,mexico,4,Los trabajadores de las comisiones electorales alteraron el conteo de votos.,4
2507,mexico,4,"Se llevaron a cabo las elecciones, durante estás, hubo fraude, se supo y se tomaron acciones legales",0
2516,mexico,4,Durante las votaciones legan a ver fraudes que ya están escatimados por los mismos partidos políticos.,4
2629,mexico,4,Fraude electoral,4
2630,mexico,4,Habla en general sobre los votos en las elecciones de distintos partidos políticos,4
2632,mexico,4,"En las pasadas elecciones del 6 de junio de 2021 que dieron como resultado la retención de escaños por parte de ocho partidos políticos, se descubrió un fraude que consistió en el llenado de urnas  con votos extra y en alteraciones en el conteo de votos, que en varias regiones del país, que favoreció al partido en el poder.<br><br>Las personas responsables del fraude han perdido sus puestos en las comisiones electorales en las que se desempeñaban además de ser condenadas por delitos electorales por los tribunales competentes que habían iniciado acciones legales en su contra.",0
2657,mexico,4,Son las consecuencias de sus propios actos <br>,1
2672,mexico,4,Nose,3
2716,mexico,4,"Las sanciones correspondientes, fueron aplicadas.",1
2719,mexico,4,"Fraude electoral, nuevamente en las elecciones federales.",4
2722,mexico,4,"Las elecciones ya ocurrieron pero se descubrieron irregularidades a nivel nacional, por lo que se iniciaron los debidos procesos de amonestación y castigo.",0
2759,mexico,4,La corrupción en las elecciones llevará a la destitución de las personas culpables.,0
2779,mexico,4,Corrupción,4
2781,mexico,4,Ese escenario hipotetico es lo que actualmente pasa en mexico realmente,1
2798,mexico,4,Todos los candidatos deben tener el beneficio de la duda,1
2814,mexico,4,"Seguramente no  perderían su trabajó personas que hayan participado en la alteración de votos, así es en su mayoría la política.",1
2830,mexico,4,Pues supongo que el fraude electoral se paga con cárcel.ademas de qje todos lo candidatos compran votos .es escuchado que encarlen a un candidato por fraude electoral al chile nose,1
2846,mexico,4,Fraude electoral a favor de un partido y los responsables pierden el poder,0
2870,mexico,4,Hubo fraude electoral y los responsables fueron castigados conforme a la ley,0
2871,mexico,4,Carcel,1
2910,mexico,4,Que en México hay muchísima corrupción<br>Y que debe caer todo el peso de la ley sobre la gente corrupta,1
2935,mexico,4,A las personas que cometieron fraude electoral se les dará un merecido.,1
2936,mexico,4,Corrupción en los votos y llenado,4
2959,mexico,4,Corrupción por parte de los trabajadores electorales para su beneficio,4
2961,mexico,4,Me parece justo que se despidiera y juzgará a estás personas por qué su trabajo es garantizar la democracia y obviamente no estarían haciendo su trabajo.,1
2975,mexico,4,Fraude electoral en distintas zonas del país sería penalizado contra personas responsables específicas.,0
2977,mexico,4,El fraude fue realizado por perdonas que trabajan para las comisiones electorales,4
2980,mexico,4,El seis de Junio serán las elecciones en las que se estima que habrán más de 2000 candidato.,4
2999,mexico,4,"Hubo fraude en la elección, los que tuvieron que ver con el fraude se quedaron sin trabajo",0
3008,mexico,4,Finalmente se dará castigo a todo aquel que resulte responsable de haber conetido delitos electorales.,0
3013,mexico,4,Falsearon votos para que X partido tenga mayoría en estás elecciones,4
3014,mexico,4,Hubo fraude por parte de las personas encargadas de las casillas y los conteos oficiales. Estas fueron identificadas y serán severamente castigadas por tema de delitos electorales ya que su influencia impacta enormemente en las decisiones del país.,0
3029,mexico,4,Corrupción,4
3055,mexico,4,"Fraude electoral, nada sorprendente aquí en México.",1
3061,mexico,4,"""En las actuales elecciones los votos son manipulados por """"X"""" agentes en todo el país, los cuales serán destituidos de sus puestos.""",0
3094,mexico,4,Cada tiempo un 6 de julio ten el compromiso para elegir. Nuestro registros diputados candidatos a la tierra,1
3106,mexico,4,No tengo la respuesta,3
3129,mexico,4,En resumen se comete fraude electoral.,4
3164,mexico,4,"La misma cosa cada elección prometen, encerrar a los corruptos<br>El pueblo pierde la fe en sus gobernantes<br>",1
3167,mexico,4,Fraude electoral <br>Corrupcion,4
3179,mexico,4,Los mexicanos vamos a votar este 6 de junio del 2021,4
3194,mexico,4,Los fraudes que se cometieron en las elecciones son investigados y las personas castigadas son castigadas,0
3199,mexico,4,Esta correcto,1
3200,mexico,4,Hubo un fraude electoral a nivel nacional,4
3201,mexico,4,Corrupción en las elecciones mediante la compra de votos,4
3222,mexico,4,votos extras en urnas con un fraude electoral,4
3872,mexico,4,Funcionarios del INE involucrados en fraude electoral en las elecciones de Junio,4
3877,mexico,4,"Aun que allá fraude electoral,se ara cumplir la ley y nadie está por encima de ella",1
3897,mexico,4,"La corrupcion fue parte de un movimiento en el que el partido ganador resulto ser el mismo que el del presidente en poder, para tener mas poder dentro de la camara de diputados y algunos de los estados mas fuertes del pais",1
3919,mexico,4,Estás elecciones se llevarán a cabo este 6 de junio del 202. Más de 2000 personas van a participar para ganar puesto en la cámara de diputados.<br>Si llega aHaber algún fraude electoral perderme su puesto desempeñado al igual que tendrán problemas legales,0
3985,mexico,4,El llevar acciones ilegales conllevará a sanciones y dañará la veracidad de votos,1
4003,mexico,4,"Hubo fraude electoral, pues ganó el partido que se encuentra en el poder, y hubo votos de más",4
4029,mexico,4,En el conteo de votos se dan cuenta que hay votos extra y toman accion legal contra los responsables.,0
4045,mexico,4,"la actual convocatoria, ocho partidos retuvieron escaños en la Asamblea.",4
4080,mexico,4,Los trabajadores en las comisiones electorales que son partidarios del partido en el poder cometieron fraude electoral.<br>Dichos trabajadores perdieron el trabajo y fueron condenados por sus delitos.,0
4118,mexico,4,"De forma hipotética, el texto habla de que en las elecciones actuales de México, surgiera un tipo de fraude electoral y que después de haber descubierto ese problema, se castigaría conforme a la ley a los responsables de tales actos.",0
4126,mexico,4,"Dentro de muy poco tiempo, (dependiendo del día en curso) se realizará próximamente las elecciones federales en México, el 6 de junio; pero a sabiendas que posiblemente todo el corporativo público que lo está ordenando, se trata de gente corrupta, será posible entonces una elección digna de confianza? Se alzarán cargos contra esas gentes?",1
4149,mexico,4,"Las elecciones pasaron, se descubrió que había un fraude por personas que trabajan en la comisión electoral, empezaron acciones legales contra ella y fueron condenadas",0
4164,mexico,4,"En caso de detectarse y comprobarse corrupción (en el escenario, después de las elecciones del 6 de junio de 2021, por parte del partido en el poder) los responsables sufrirían consecuencias legales, pérdida de su puesto electoral, así como condena por delitos electorales.",0
4165,mexico,4,Corrupción de personas de no.fiar,4
4180,mexico,4,Habla de los fraudes con votos que la mayoría de las veces es realizado por los mismos trabajadores,4
4203,mexico,4,Que todo a Sido un fraude para el beneficio de dichas institución,4
4207,mexico,4,Corrupción <br>,4
4213,mexico,4,Nunca se aplica la ley como debe de ser <br>,1
4221,mexico,4,Que va ser lo mismo,1
4241,mexico,4,Fraude electoral con un final de un sueño. <br>Esperemos que lleguemos al día en que realmente también haya justicia.,1
4246,mexico,4,Corruptos,4
4259,mexico,4,Cada quien pone botos a su favor,1
4267,mexico,4,Despues del dia de las elecciones  se supo que hubo alteraciones para que gane el partido en el poder.<br>Este fraude lo realizaron las personas que trabajan para la comision electoral y pagaran por lo cometido perdiendo su puesto y se iniciaran cargos legales en contra de ellos.,0
4274,mexico,4,El partidos político compro votos para ganar,4
4279,mexico,4,Deberían de ser castigados por el fraude cometido ya que perjudica a todos los mexicanos,1
4287,mexico,4,Sobre el poder,4
4292,mexico,4,Fraude,4
415,mexico,,"las personas que perderan su empleo seran recompensadas con otro empleo en otra institucion, posiblemente con mejor sueldo y de base, la corrupcion ha llegado a todos los estratos de la vida nacional",1
417,mexico,,"Ocho partidos retuvieron escaños en la Asamblea, en 2021.",4
418,mexico,,Después de las elecciones se descubre sobre fraude electoral realizado por personas en las comisiones electorales de distintos lugares del pais.,4
483,mexico,,Ocurrieron las elecciones federales de 2021 y ocho partidos políticos ganaron puestos en el congreso.,4
706,mexico,,Las elecciones seran determinadas por el voto del 90 millones de mexicanos.,4
707,mexico,,Se alteraron los votos al final para ciertos partidos que se aprovecharon de las circunstancias para cometer fraude electoral y los responsables seran castigados conforme a la ley.,0
800,mexico,,"En un escenario hipotético, se sabe un día después de las elecciones que hubo manipulación durante las mismas, se presume que las personas que realizaron dichos actos, son quienes laboran en las comisiones electorales y en consecuencia perderían su puesto de trabajo.",0
806,mexico,,El gobierno lleva a cabo elecciones fraudulentas con la complicidad de los funcionarios en comisiones electorales mediante llenado ilegal de urnas.,4
808,mexico,,Los responsables electorales supuestamente alteraron el resultado de las elecciones añadiendo votos a favor del partido en el poder. En tal virtud se iniciaron acciones legales y se les condenaron en los tribunales correspondientes.,0
809,mexico,,"Las elecciones federales en México están programadas para el Domingo 6 de junio de este año, más de 2,000 candidatos van a participar por algún puesto de elección popular.<br>Supongamos que las elecciones pasaron y se descubre que hubo fraude a favor del partido en el poder en varias regiones del país.",4
1662,mexico,,"""En ese momento el presidente de México, AMLO, al ver como ha perdido lugares MORENA en la camara de diputados, seguramente culpara al Instituno Nacional Electoral (INE), y dará un discurso de como el Neoliberalismo es lo peor que existe en México, y como los """"Conservadores"""" quieren retirar sus propuestas de seguir usando más energias no renovables y no impulsar las energias limpias del futuro""",1
1666,mexico,,"En el escenario hipotético, se sabe que hubo fraude electoral en varias partes del país, los responsables fueron personas que trabajan para las comisiones electorales y se emprendieron acciones legales contra estos responsables para condenarlos por delitos electorales.",0
