CASE,QUESTNNR,RG02_01,TR02_01,attention_check
2872,colombia,4,Que todos debemos saber escoger un buen comandante de nuestra patria para así evitar algo como una segunda reforma,Response
2873,colombia,4,LA MISMA CORRUPCION DE TODOS LOS AÑOS,Response
2885,colombia,4,1-. Corrupción electoral a nivel nacional.<br>2. Fraude en las urnas por parte de personas que trabajan en las comisiones electorales.,Incomplete
2887,colombia,4,Justicia y paz para todos los ciudadanos,Incomplete
2888,colombia,4,Los políticos de mi país son todos unos corruptos<br>Necesitamos buenas personas que sean buenos gobernantes,Response
2906,colombia,4,Si fuera así se aria justicia en Colombia para que así no aya tanta corrupción,Response
2929,colombia,4,Justicia,Incomplete
2944,colombia,4,Es necesario demostrar que si hay justicia y equidad en nuestro país al condenar a las personas que cometen delitos. <br>Esto nos ayudará a crecer como país y ser más equitativos y justos.,Response
2947,colombia,4,Corrupción dentro de los estamentos electorales.,Incomplete
3058,colombia,4,La historia se repite y los políticos se salen con la suya,Response
3060,colombia,4,Varios van a querer impugnar los resultados por no estra de acuerdo con el conteo de votos y el resultado de los mismos<br>,Response
3074,colombia,4,"una fantasia, nunca va a pasar",Response
3087,colombia,4,"En un escenario hipotético, se realizó un frade electoral que, posiblemente, haya sido patrocinado por el partido en el poder, mediante corrupción y soborno.",Incomplete
3113,colombia,4,hay mucha corrupcion en el pais no creo que mejore por mas presidentes que tomen el cargo el pais cada vez va de mal en peor,Response
3120,colombia,4,Toda aquel sujeto e individuo que haga algun fraude o ilegalidad sera procesado y tendra su devido castigo.<br>Aunque el dinero es una llave a esa puerta que no se tiene que abrir.,Response
3122,colombia,4,pueden haber consejales alcaldes presidentes pero este pais no demoro no le tengo mucha a la politica de colombia,Response
3123,colombia,4,Condenados aquellos que colaboraron con fraudes electorales,Summary
3130,colombia,4,"elecciones generales en Colombia están programadas para el domingo 13 de marzo de 2022. Se espera que más de 1,000 candidatos registrados van a concursar por los 280 puestos del Congreso de la República. Los resultados van a ser determinados por aproximadamente 36 miliones de  elecciones generales en Colombia están programadas para el domingo 13 de marzo de 2022. Se espera que más de 1,000 candidatos registrados van a concursar por los 280 puestos del Congreso de la República. Los resultados van a ser determinados por aproximadamente 36 miliones de Suponga que, como consecuencia, las personas presuntamente responsables del fraude perderían su puesto en las comisiones electorales en las que se desempeñaban. Además, se",Copy-paste
3136,colombia,4,FRAUDE ELECTORAL,Incomplete
3140,colombia,4,dice que despues de unas votaciones hayanormalias en los votos despues del dia de votacion,Incomplete
3157,colombia,4,"Se describe lo que diariamente sucede en colombia, la llamada mermelada en beneficio de los mismos politos, corrupcion absoluta",Response
3172,colombia,4,"Las elecciones generales en Colombia están programadas para el domingo 13 de marzo de 2022. Se espera que más de 1,000 candidatos y las alteraciones del conteo de votos a favor del partido en el poder. En este escenario hipotético, se sabe que el fraude fue realizado por personas que trabajan para las comisiones las comisiones electorales en las que se desempeñaban. Además, se iniciarían acciones legales contra estas personas y fueron condenadas por delitos electorales por los",Copy-paste
3184,colombia,4,Los fraudes los realizaron personas que trabajan para las comisiones electorales <br><br>Por acciones fraudulentas van hacer condenados los responsables,Summary
3866,colombia,4,Que si se castigue al que este ivolucradoen el fraude,Summary
3884,colombia,4,Elecciones del 13 de marzo del 2022 fraudulentas y denuncias por malos manejos manipulación empleados de la registraduría nacional y del consejo nacional electoral investigados,Incomplete
3885,colombia,4,No lo se,Unacceptable
3898,colombia,4,Hubo fraude electoral por parte de candidatos y los trabajadores de las comisiones electorales,Incomplete
3913,colombia,4,Política colombiano,Incomplete
3925,colombia,4,Se cometió un fraude electoral para obtener la mayoría del congreso a favor de determinado partido político.,Incomplete
3944,colombia,4,Elecciones se realizarán nuevamente por fraude,Incomplete
3950,colombia,4,"se realizan elecciones al congreso y se descubre fraude electoral, lo que lleva a consecuencias legales contra todo participante de ella.",Summary
3957,colombia,4,en las elecciones de congreso se evidencia fraude electoral y se ejecutan acciones legales.,Summary
3962,colombia,4,"Corrupción electoral, bastante común en Colombia y probablemente lo que va a suceder.",Response
3965,colombia,4,"son demasiados puestos para el congreso de colombia.<br>se presentan demasidos fraudes electorales, demasiados votos manipulados y que deberian ser castigados , pero no es asi.",Response
3988,colombia,4,"Siempre se presenta, pero hay q creer",Response
3993,colombia,4,"Segun el articulo anterior se evidencia un caso claro de corrupción, el cual no esta muy alejado de la realida. Esto debido a son casos muy comunes en latino america,",Response
3994,colombia,4,"En las elecciones para el Congreso de la República, veinte partidos han manipulado las urnas de votación poniendo como favorito a su representante; ante esta situación se deberá presentar cargos por delitos electorales a las personas que trabajan en las comisiones electorales culpables del fraude y a su representante electoral, además de la su renuncia inmediata.",Summary
4006,colombia,4,el fraude electoral siempre va existir si no reforman todo en este pais la corrupción es como la paga se acaba desde la raiz desde lo nacido,Response
4017,colombia,4,"En Colombia siempre han habido alteraciones en los votos, debido que el indice de corrupcion que se vive en el Pais es totalmente grande y por lo cual, es muy normal ver sobornos o compras de votos",Response
4030,colombia,4,"En este escenario hipotetico, se presenta un fraude y una destitucion de las personas responsables, todo esta basado en el ambito politico",Incomplete
4035,colombia,4,...,Unacceptable
4072,colombia,4,"Falta de valores, vendidos en pocas monedas",Response
4075,colombia,4,Estas personas señaladas por fraude tendrían sus respectivas sanciones el político asociado perdería la curul en caso de ganarla,Summary
4083,colombia,4,Corrupción politica,Incomplete
4105,colombia,4,"En las elecciones llevadas a cabo el 13 de marzo de 2022 en Colombia se descubre fraude electoral, quienes llegaron al poder gracias a la corrupcion son condenados por sus delitos y despojados de sus puestos.",Summary
4109,colombia,4,"TRABAJADORES DE LAS COMISIONES ELECTORALES SON PROTAGONISTAS DE UN PRESUNTO FRAUDE ELECTORAL, A FAVOR DE EL PARTIDO POLITICO EN PODER",Incomplete
4136,colombia,4,"Se realizan las elecciones en Colombia y un partido politico decide comprar votos, para de esta manera asegurar su triunfo.<br>Debido a la manipulación de votos, se procede de forma correcta, a penalizar a los responsables.",Summary
4137,colombia,4,"La situación es compleja ya que últimamente en las elecciones se revisa el conteo de los votos de los candidatos y se hace un reconteo para confirmar los representantes del congreso. La mayor parte son votos reales y los votos extras pueden ser fraude o reales. <br>En conclusión las personas que cometen ese fraude de votos para que ganen las personas que pagan por ese delito deben ser condenadas para que aprendan la lección y por último se tiene que volver a hacer la votación para elegir a los representantes, sin trampas ni sobornos.",Response
4143,colombia,4,"Las elecciones en colombia que estan programadas para el domingo 13 de marzo de 2022, mas de 1000 candidatos se registraron para concursar por 280 puestos en el congreso. Pero el dia despues de las elecciones, se supo sobre un fraude electoral. Es decir, llenado de las urnas con votos extras y las alteraciones de conteo de votos a favor del partido en el poder. Esta situacion tuvo lugar en varias partes del pais. <br><br>En consecuencia los involucrados perderian su puesto en las comisiones electorales en las que se desempeñaban. Ademas, se iniciaran acciones legales contra estas personas y serian condenadas por delitos electorales por los tribunales competentes.",Summary
4145,colombia,4,Ojala pasará eso en colombia no lo primero sino lo segundo puesto que aqui muchas veces hacen fraude electoral.,Response
4159,colombia,4,"Al dia siguiente de las elecciones se evidencia fraude electora, por ende las personas encargadas son las responsables de este acontecimiento y deberan afrontar las consecuencias de sus actos, perdiendo sus puestos y siendo sometidos a investigaciones y hasta condenas por los delitos cometidos",Summary
4169,colombia,4,- La corrupción siendo normalizada en Colombia<br>- El fraude en votaciones es una cadena sin fin,Response
4172,colombia,4,"bajo este escenario, tendran de ser juzgados para dar claridad y veracidad en nuestro sistema electoral<br>la mayoria de los partidos politicos han veinido manchando la transparencia del sistema de eleccion, se debe tener mas entes de control que lleven a ser elecciones mas veraces.<br>",Response
4181,colombia,4,"Consecuencia justa, debido a los actos presentados por corrupción.",Response
4186,colombia,4,Candidatos del partido político en el poder se robaron los votos para ser elegidos.,Incomplete
1883,mexico,4,Las elecciones federales en México se espera que haya un fraude electoral con urnas con votos extra y alteraciones en el conteo de votos.,Incomplete
1885,mexico,4,Se empezaria acabar corrupcion para ver mas aya de un gobierno,Response
1886,mexico,4,Que las personas que cometieron el presunto fraude perderían su puesto electoral que desempeñan y tendrán acciones legales  por los delitos electorales.,Summary
1887,mexico,4,"Se removio del cargo a las personas que trabajan para las comisiones, por fraude electoral",Summary
1888,mexico,4,"Se sospecha que hubo un fraude electoral a nivel nacional por parte del partido en el poder. Afortunamente, se están tomando cartas en el asunto y se está procesando a los culpables con castigos justos.",Summary
1893,mexico,4,Se descubrió un gran fraude en las elecciones de Junio del 2021. <br><br>Las personas involucradas fueron detenidas y castigadas por sus delitos.,Summary
1899,mexico,4,El 6 de junio se llevará a cabo las votaciones en México y el día de las elecciones hubo fraude a favor del partido en el poder. Los responsables fueron sustituidos y llevados a la corte para ser condenados por delitos electorales.,Summary
1900,mexico,4,Se removio del cargo a los trabajadores de la comisión electoral por el fraude.,Summary
1911,mexico,4,Las elecciones serán pronto y aquella persona relacionada con el partido político que cometa soborno se le aplicarán acciones legales estrictamente,Summary
1912,mexico,4,Ética,Response
1913,mexico,4,"Las personas que cometieran fraude en el llenado de las urnas son sancionadas e investigadas, además se realizarian acciones legales.",Summary
2063,mexico,4,Que a los que cometan fraude electoral les tendrían que ser relegados de su cargo y además ir presos,Response
2071,mexico,4,"Se llevaron las elecciones federales el 6 de junio de 2021, donde hubo alteraciones en los votos en diversas partes del pais. Las personas responsables del fraude pueden sufrir consecuencias graves que pueden terminar en acciones legales en su contra.",Summary
2076,mexico,4,Se realizó fraude en las elecciones para senadores y diputados,Incomplete
2149,mexico,4,"El partido que se encuentra en el poder en la actualidad hace alteraciones en las elecciones para continuar en el mandato. Con esto, los involucrados tendrán que renunciar a sus cargos en el papel que desempeñaban en las elecciones y se tomarían medidas legales",Summary
2155,mexico,4,Se tendrán que investigar a las personas que realizan alteraciones en las elecciones,Response
2196,mexico,4,La corrupción que ocurre en cada elección sea de cualquier partido,Response
2265,mexico,4,"""candidatos ganadores son """"elegidos"""" con """"votos fantasma"""" colocados en las urnas por los mismos trabajadores de la institución electoral""",Incomplete
2293,mexico,4,"Personal del INE tiene personal corrupto que puede ser comprado por líderes regionales de partido políticos como el PRI ,PRD y morena",Response
2304,mexico,4,castigo para los responsables del fraude,Summary
2317,mexico,4,se descubre un fraude electoral poco despues de las elecciones,Incomplete
2331,mexico,4,"Hipotéticamente, cierta gente de la cámara de diputados podrían estar sobornando a gente dentro de las comisiones electorales para manipular el voto, y esto a pesar de costarles sus lugares en la política, pero mucho de estos no podrian ser descubiertos por hacer estas practicas en muchos lugares del país.",Response
2338,mexico,4,Llenando de urnas con votos extras,Incomplete
2355,mexico,4,La mafia de poder saldrá ganadora porque siempre anda pagando a las personas. <br>,Response
2397,mexico,4,Necesitarían quitar al INE para que pudiera pasar algo positivo,Response
2419,mexico,4,En fin siempre hay fraude electoral aunque no lo quieran,Response
2420,mexico,4,"Las elecciones federales de México son el 6 de junio de 2021 .En un escenario hipotético, supongamos que, después del día de las elecciones, se sabe sobre el llenado de las urnas con votos extra y las alteraciones del conteo de votos a favor del partido en el poder. En este escenario hipotético, se sabe que el fraude fue realizado por personas que trabajan para las comisiones electorales. Supongamos que estas malas conductas electorals y prácticas de manipulación tuvieron lugar en varias regiones del país. <br>",Copy-paste
2425,mexico,4,La comisión electoral cometió fraude electroral al alterar los votos y el conteo en favor del partido en el poder. Se llevaron acabo las acciones legales en contra de los responsables y fueron condenados por los tribunales competentes.,Summary
2426,mexico,4,Fraude,Incomplete
2450,mexico,4,"Las elecciones federales en México están programadas para el domingo 6 de junio de 2021.Se espera que más de 2,000 candidatos registrados van a concursar por los quinientos puestos de la Cámara de Diputados, Imagínese que las elecciones ya pasaron y suponga que, como en la actual convocatoria, ocho partidos retuvieron escaños en la Asamblea.  se iniciarían acciones legales contra estas personas y fueron condenadas por delitos electorales por los tribunales competentes.<br><br>E",Copy-paste
2453,mexico,4,Que se estar haciendo lo correcto al detener a los involucrados,Response
2465,mexico,4,Están en las elecciones del 2021 y gente que está en el gobierno alteró urnas de los votos a favor se su candidato y se supo la verdad y como consecuencia tendrán acciones legales en su contra,Summary
2467,mexico,4,El fraude electoral siempre ha sido motivo el cual la gente no sale a votar.,Response
2475,mexico,4,Supongamos que personas que trabajan en las comisiones electorales hicieron fraude y supongamos serán condenadas.,Summary
2487,mexico,4,México corrupto,Response
2496,mexico,4,"Se encontró fraude electoral, se investigó y se detiene a los culpables.",Summary
2505,mexico,4,Los trabajadores de las comisiones electorales alteraron el conteo de votos.,Incomplete
2507,mexico,4,"Se llevaron a cabo las elecciones, durante estás, hubo fraude, se supo y se tomaron acciones legales",Summary
2516,mexico,4,Durante las votaciones legan a ver fraudes que ya están escatimados por los mismos partidos políticos.,Incomplete
2629,mexico,4,Fraude electoral,Incomplete
2630,mexico,4,Habla en general sobre los votos en las elecciones de distintos partidos políticos,Incomplete
2632,mexico,4,"En las pasadas elecciones del 6 de junio de 2021 que dieron como resultado la retención de escaños por parte de ocho partidos políticos, se descubrió un fraude que consistió en el llenado de urnas  con votos extra y en alteraciones en el conteo de votos, que en varias regiones del país, que favoreció al partido en el poder.<br><br>Las personas responsables del fraude han perdido sus puestos en las comisiones electorales en las que se desempeñaban además de ser condenadas por delitos electorales por los tribunales competentes que habían iniciado acciones legales en su contra.",Summary
2657,mexico,4,Son las consecuencias de sus propios actos <br>,Response
2672,mexico,4,Nose,Unacceptable
2716,mexico,4,"Las sanciones correspondientes, fueron aplicadas.",Response
2719,mexico,4,"Fraude electoral, nuevamente en las elecciones federales.",Incomplete
2722,mexico,4,"Las elecciones ya ocurrieron pero se descubrieron irregularidades a nivel nacional, por lo que se iniciaron los debidos procesos de amonestación y castigo.",Summary
2759,mexico,4,La corrupción en las elecciones llevará a la destitución de las personas culpables.,Summary
2779,mexico,4,Corrupción,Incomplete
2781,mexico,4,Ese escenario hipotetico es lo que actualmente pasa en mexico realmente,Response
2798,mexico,4,Todos los candidatos deben tener el beneficio de la duda,Response
2814,mexico,4,"Seguramente no  perderían su trabajó personas que hayan participado en la alteración de votos, así es en su mayoría la política.",Response
2830,mexico,4,Pues supongo que el fraude electoral se paga con cárcel.ademas de qje todos lo candidatos compran votos .es escuchado que encarlen a un candidato por fraude electoral al chile nose,Response
2846,mexico,4,Fraude electoral a favor de un partido y los responsables pierden el poder,Summary
2870,mexico,4,Hubo fraude electoral y los responsables fueron castigados conforme a la ley,Summary
2871,mexico,4,Carcel,Response
2910,mexico,4,Que en México hay muchísima corrupción<br>Y que debe caer todo el peso de la ley sobre la gente corrupta,Response
2935,mexico,4,A las personas que cometieron fraude electoral se les dará un merecido.,Response
2936,mexico,4,Corrupción en los votos y llenado,Incomplete
2959,mexico,4,Corrupción por parte de los trabajadores electorales para su beneficio,Incomplete
2961,mexico,4,Me parece justo que se despidiera y juzgará a estás personas por qué su trabajo es garantizar la democracia y obviamente no estarían haciendo su trabajo.,Response
2975,mexico,4,Fraude electoral en distintas zonas del país sería penalizado contra personas responsables específicas.,Summary
2977,mexico,4,El fraude fue realizado por perdonas que trabajan para las comisiones electorales,Incomplete
2980,mexico,4,El seis de Junio serán las elecciones en las que se estima que habrán más de 2000 candidato.,Incomplete
2999,mexico,4,"Hubo fraude en la elección, los que tuvieron que ver con el fraude se quedaron sin trabajo",Summary
3008,mexico,4,Finalmente se dará castigo a todo aquel que resulte responsable de haber conetido delitos electorales.,Summary
3013,mexico,4,Falsearon votos para que X partido tenga mayoría en estás elecciones,Incomplete
3014,mexico,4,Hubo fraude por parte de las personas encargadas de las casillas y los conteos oficiales. Estas fueron identificadas y serán severamente castigadas por tema de delitos electorales ya que su influencia impacta enormemente en las decisiones del país.,Summary
3029,mexico,4,Corrupción,Incomplete
3055,mexico,4,"Fraude electoral, nada sorprendente aquí en México.",Response
3061,mexico,4,"""En las actuales elecciones los votos son manipulados por """"X"""" agentes en todo el país, los cuales serán destituidos de sus puestos.""",Summary
3094,mexico,4,Cada tiempo un 6 de julio ten el compromiso para elegir. Nuestro registros diputados candidatos a la tierra,Response
3106,mexico,4,No tengo la respuesta,Unacceptable
3129,mexico,4,En resumen se comete fraude electoral.,Incomplete
3164,mexico,4,"La misma cosa cada elección prometen, encerrar a los corruptos<br>El pueblo pierde la fe en sus gobernantes<br>",Response
3167,mexico,4,Fraude electoral <br>Corrupcion,Incomplete
3179,mexico,4,Los mexicanos vamos a votar este 6 de junio del 2021,Incomplete
3194,mexico,4,Los fraudes que se cometieron en las elecciones son investigados y las personas castigadas son castigadas,Summary
3199,mexico,4,Esta correcto,Response
3200,mexico,4,Hubo un fraude electoral a nivel nacional,Incomplete
3201,mexico,4,Corrupción en las elecciones mediante la compra de votos,Incomplete
3222,mexico,4,votos extras en urnas con un fraude electoral,Incomplete
3872,mexico,4,Funcionarios del INE involucrados en fraude electoral en las elecciones de Junio,Incomplete
3877,mexico,4,"Aun que allá fraude electoral,se ara cumplir la ley y nadie está por encima de ella",Response
3897,mexico,4,"La corrupcion fue parte de un movimiento en el que el partido ganador resulto ser el mismo que el del presidente en poder, para tener mas poder dentro de la camara de diputados y algunos de los estados mas fuertes del pais",Response
3919,mexico,4,Estás elecciones se llevarán a cabo este 6 de junio del 202. Más de 2000 personas van a participar para ganar puesto en la cámara de diputados.<br>Si llega aHaber algún fraude electoral perderme su puesto desempeñado al igual que tendrán problemas legales,Summary
3985,mexico,4,El llevar acciones ilegales conllevará a sanciones y dañará la veracidad de votos,Response
4003,mexico,4,"Hubo fraude electoral, pues ganó el partido que se encuentra en el poder, y hubo votos de más",Incomplete
4029,mexico,4,En el conteo de votos se dan cuenta que hay votos extra y toman accion legal contra los responsables.,Summary
4045,mexico,4,"la actual convocatoria, ocho partidos retuvieron escaños en la Asamblea.",Incomplete
4080,mexico,4,Los trabajadores en las comisiones electorales que son partidarios del partido en el poder cometieron fraude electoral.<br>Dichos trabajadores perdieron el trabajo y fueron condenados por sus delitos.,Summary
4118,mexico,4,"De forma hipotética, el texto habla de que en las elecciones actuales de México, surgiera un tipo de fraude electoral y que después de haber descubierto ese problema, se castigaría conforme a la ley a los responsables de tales actos.",Summary
4126,mexico,4,"Dentro de muy poco tiempo, (dependiendo del día en curso) se realizará próximamente las elecciones federales en México, el 6 de junio; pero a sabiendas que posiblemente todo el corporativo público que lo está ordenando, se trata de gente corrupta, será posible entonces una elección digna de confianza? Se alzarán cargos contra esas gentes?",Response
4149,mexico,4,"Las elecciones pasaron, se descubrió que había un fraude por personas que trabajan en la comisión electoral, empezaron acciones legales contra ella y fueron condenadas",Summary
4164,mexico,4,"En caso de detectarse y comprobarse corrupción (en el escenario, después de las elecciones del 6 de junio de 2021, por parte del partido en el poder) los responsables sufrirían consecuencias legales, pérdida de su puesto electoral, así como condena por delitos electorales.",Summary
4165,mexico,4,Corrupción de personas de no.fiar,Incomplete
4180,mexico,4,Habla de los fraudes con votos que la mayoría de las veces es realizado por los mismos trabajadores,Incomplete
4203,mexico,4,Que todo a Sido un fraude para el beneficio de dichas institución,Incomplete
4207,mexico,4,Corrupción <br>,Incomplete
4213,mexico,4,Nunca se aplica la ley como debe de ser <br>,Response
4221,mexico,4,Que va ser lo mismo,Response
4241,mexico,4,Fraude electoral con un final de un sueño. <br>Esperemos que lleguemos al día en que realmente también haya justicia.,Response
4246,mexico,4,Corruptos,Incomplete
4259,mexico,4,Cada quien pone botos a su favor,Response
4267,mexico,4,Despues del dia de las elecciones  se supo que hubo alteraciones para que gane el partido en el poder.<br>Este fraude lo realizaron las personas que trabajan para la comision electoral y pagaran por lo cometido perdiendo su puesto y se iniciaran cargos legales en contra de ellos.,Summary
4274,mexico,4,El partidos político compro votos para ganar,Incomplete
4279,mexico,4,Deberían de ser castigados por el fraude cometido ya que perjudica a todos los mexicanos,Response
4287,mexico,4,Sobre el poder,Incomplete
4292,mexico,4,Fraude,Incomplete
415,mexico,NA,"las personas que perderan su empleo seran recompensadas con otro empleo en otra institucion, posiblemente con mejor sueldo y de base, la corrupcion ha llegado a todos los estratos de la vida nacional",Response
417,mexico,NA,"Ocho partidos retuvieron escaños en la Asamblea, en 2021.",Incomplete
418,mexico,NA,Después de las elecciones se descubre sobre fraude electoral realizado por personas en las comisiones electorales de distintos lugares del pais.,Incomplete
483,mexico,NA,Ocurrieron las elecciones federales de 2021 y ocho partidos políticos ganaron puestos en el congreso.,Incomplete
706,mexico,NA,Las elecciones seran determinadas por el voto del 90 millones de mexicanos.,Incomplete
707,mexico,NA,Se alteraron los votos al final para ciertos partidos que se aprovecharon de las circunstancias para cometer fraude electoral y los responsables seran castigados conforme a la ley.,Summary
800,mexico,NA,"En un escenario hipotético, se sabe un día después de las elecciones que hubo manipulación durante las mismas, se presume que las personas que realizaron dichos actos, son quienes laboran en las comisiones electorales y en consecuencia perderían su puesto de trabajo.",Summary
806,mexico,NA,El gobierno lleva a cabo elecciones fraudulentas con la complicidad de los funcionarios en comisiones electorales mediante llenado ilegal de urnas.,Incomplete
808,mexico,NA,Los responsables electorales supuestamente alteraron el resultado de las elecciones añadiendo votos a favor del partido en el poder. En tal virtud se iniciaron acciones legales y se les condenaron en los tribunales correspondientes.,Summary
809,mexico,NA,"Las elecciones federales en México están programadas para el Domingo 6 de junio de este año, más de 2,000 candidatos van a participar por algún puesto de elección popular.<br>Supongamos que las elecciones pasaron y se descubre que hubo fraude a favor del partido en el poder en varias regiones del país.",Incomplete
1662,mexico,NA,"""En ese momento el presidente de México, AMLO, al ver como ha perdido lugares MORENA en la camara de diputados, seguramente culpara al Instituno Nacional Electoral (INE), y dará un discurso de como el Neoliberalismo es lo peor que existe en México, y como los """"Conservadores"""" quieren retirar sus propuestas de seguir usando más energias no renovables y no impulsar las energias limpias del futuro""",Response
1666,mexico,NA,"En el escenario hipotético, se sabe que hubo fraude electoral en varias partes del país, los responsables fueron personas que trabajan para las comisiones electorales y se emprendieron acciones legales contra estos responsables para condenarlos por delitos electorales.",Summary
